LoopGainMagnitude X,LoopGainMagnitude Y,Phase Margin X,Phase Margin Y
1000,68.96868374111592,1000,177.9421623677665
1047.1285480509,68.96611296148633,1047.1285480509,177.5144704488021
1096.478196143185,68.96301891224944,1096.478196143185,177.0817935422506
1148.153621496883,68.95937647795067,1148.153621496883,176.6432752413854
1202.264434617413,68.95515616126752,1202.264434617413,176.198053130925
1258.925411794168,68.95032387888163,1258.925411794168,175.7452581757007
1318.256738556408,68.94484072898403,1318.256738556408,175.284014222219
1380.384264602886,68.93866272924838,1380.384264602886,174.8134376335659
1445.439770745928,68.93174052616429,1445.439770745928,174.3326370788021
1513.561248436209,68.92401907482312,1513.561248436209,173.8407135017414
1584.893192461114,68.91543729022547,1584.893192461114,173.336760294819
1659.586907437562,68.90592766980889,1659.586907437562,172.8198637080247
1737.800828749377,68.89541588835019,1737.800828749377,172.2891035243735
1819.700858609985,68.88382036669253,1819.700858609985,171.7435540364315
1905.460717963249,68.87105181608619,1905.460717963249,171.1822853613823
1995.262314968882,68.85701276033097,1995.262314968882,170.6043651352075
2089.296130854042,68.84159703952039,2089.296130854042,170.0088606282405
2187.761623949555,68.82468929969679,2187.761623949555,169.3948413267977
2290.867652767776,68.8061644731338,2290.867652767776,168.761382028609
2398.832919019494,68.78588725722845,2398.832919019494,168.1075664976656
2511.886431509583,68.76371159903266,2511.886431509583,167.4324917274547
2630.267991895385,68.73948019591469,2630.267991895385,166.7352728578084
2754.22870333817,68.71302402379052,2754.22870333817,166.0150487882052
2884.03150312661,68.6841619066425,2884.03150312661,165.2709885255192
3019.951720402021,68.65270014254877,3019.951720402021,164.5022982968609
3162.277660168385,68.61843220467199,3162.277660168385,163.7082294462525
3311.311214825917,68.58113853650917,3311.311214825917,162.8880871221605
3467.368504525323,68.54058646375643,3467.368504525323,162.0412397434712
3630.780547701021,68.49653024591279,3630.780547701021,161.1671292119841
3801.89396320562,68.44871129366783,3801.89396320562,160.2652818106794
3981.071705534981,68.39685857735634,3981.071705534981,159.3353197000027
4168.693834703363,68.34068925338079,4168.693834703363,158.3769728875836
4365.158322401669,68.27990953394664,4365.158322401669,157.390091510022
4570.88189614876,68.21421582425893,4570.88189614876,156.3746582233541
4786.300923226395,68.14329614735635,4786.300923226395,155.3308004586353
5011.872336272735,68.06683187316813,5011.872336272735,154.2588022534532
5248.074602497739,67.98449976111725,5248.074602497739,153.1591153335573
5495.40873857626,67.89597431765947,5495.40873857626,152.0323690841319
5754.399373371584,67.8009304609526,5754.399373371584,150.8793790221898
6025.595860743593,67.69904647305954,6025.595860743593,149.7011533688876
6309.573444801949,67.59000720735385,6309.573444801949,148.498897322509
6606.934480075978,67.47350750640362,6606.934480075978,147.2740146475527
6918.309709189384,67.34925577152703,6918.309709189384,146.0281062376548
7244.359600749922,67.21697761260879,7244.359600749922,144.762965369244
7585.77575029186,67.07641949568769,7585.77575029186,143.4805694455214
7943.282347242839,66.92735229719406,7943.282347242839,142.1830681305318
8317.637711026735,66.7695746677486,8317.637711026735,140.87276789442
8709.635899560833,66.6029161074589,8709.635899560833,139.5521131185779
9120.108393559127,66.42723965740031,9120.108393559127,138.2236640450544
9549.925860214391,66.24244411968439,9549.925860214391,136.8900719875735
10000.00000000003,66.04846573223077,10000.00000000003,135.5540523346475
10471.28548050903,65.84527923915998,10471.28548050903,134.2183559866651
10964.78196143189,65.63289832022349,10964.78196143189,132.8857399287445
11481.53621496887,65.41137536315753,11481.53621496887,131.5589376937468
12022.64434617417,65.18080058777066,12022.64434617417,130.240630466223
12589.25411794172,64.94130055241064,12589.25411794172,128.9334195538176
13182.56738556412,64.69303609508368,13182.56738556412,127.6398008860457
13803.8426460289,64.43619977921404,13803.8426460289,126.3621421085771
14454.39770745933,64.17101292805017,14454.39770745933,125.1026627268627
15135.61248436214,63.89772234094107,15135.61248436214,123.8634176246332
15848.9319246112,63.61659678962597,15848.9319246112,122.6462841458898
16595.86907437567,63.32792339198203,16595.86907437567,121.4529528014543
17378.00828749383,63.03200395674747,17378.00828749383,120.2849215349499
18197.00858609991,62.72915138496847,18197.00858609991,119.1434933740131
19054.60717963256,62.41968620264241,19054.60717963256,118.0297772117185
19952.62314968889,62.10393328765801,19952.62314968889,116.9446913859417
20892.96130854049,61.7822188401076,20892.96130854049,115.8889696869315
21877.61623949563,61.45486763200219,21877.61623949563,114.8631693959164
22908.67652767784,61.12220055968109,22908.67652767784,113.8676809507615
23988.32919019503,60.78453251040621,23988.32919019503,112.9027388467649
25118.86431509593,60.44217054437649,25118.86431509593,111.9684334028223
26302.67991895396,60.09541238492285,26302.67991895396,111.06472305452
27542.28703338181,59.74454520263204,27542.28703338181,110.1914468756098
28840.31503126621,59.38984467409544,28840.31503126621,109.3483370690354
30199.51720402033,59.03157429226218,30199.51720402033,108.535031213631
31622.77660168397,58.6699849033107,31622.77660168397,107.751084090801
33113.11214825929,58.30531444378488,33113.11214825929,106.9959789587517
34673.68504525336,57.93778785185361,34673.68504525336,106.2691381733038
36307.80547701034,57.56761712723878,36307.80547701034,105.5699330889874
38018.93963205634,57.19500151568398,38018.93963205634,104.897693199665
39810.71705534996,56.82012779561468,39810.71705534996,104.2517145009477
41686.93834703379,56.44317064652256,41686.93834703379,103.6312670768962
43651.58322401687,56.06429308085993,43651.58322401687,103.0356019256821
45708.81896148779,55.68364692320466,45708.81896148779,102.4639570538562
47863.00923226414,55.3013733227353,47863.00923226414,101.9155628729233
50118.72336272756,54.91760328688745,50118.72336272756,101.3896469423122
52480.7460249776,54.53245822605133,52480.7460249776,100.8854381025375
54954.08738576282,54.14605050079631,54954.08738576282,100.4021700470766
57543.99373371607,53.75848396468978,57543.99373371607,99.93908438017353
60255.95860743618,53.36985449713594,60255.95860743618,99.49543320743261
63095.73444801976,52.98025052184165,63095.73444801976,99.07048130491007
66069.34480076005,52.58975350752948,66069.34480076005,98.6635079110134
69183.09709189413,52.19843844847691,69183.09709189413,98.27380818059879
72443.59600749952,51.80637432311517,72443.59600749952,97.90069434094902
75857.75750291892,51.4136245296162,75857.75750291892,97.54349658403838
79432.82347242872,51.02024729787956,79432.82347242872,97.20156372771579
83176.3771102677,50.62629607775232,83176.3771102677,96.87426367544873
87096.35899560869,50.23181990365723,87096.35899560869,96.56098370122845
91201.08393559164,49.83686373607301,91201.08393559164,96.26113058357879
95499.2586021443,49.44146878050554,95499.2586021443,95.97413061024399
100000.0000000007,49.04567278474119,100000.0000000007,95.69942947286704
104712.8548050907,48.64951031529291,104712.8548050907,95.43649206869829
109647.8196143193,48.25301301401705,109647.8196143193,95.18480222412327
114815.3621496892,47.85620983592373,114815.3621496892,94.94386235359693
120226.4434617422,47.45912726922793,120226.4434617422,94.71319306548453
125892.5411794177,47.06178953869255,125892.5411794177,94.49233272480618
131825.6738556417,46.66421879329791,131825.6738556417,94.28083698211954
138038.4264602896,46.26643527925987,138038.4264602896,94.07827827565652
144543.9770745939,45.86845749936945,144543.9770745939,93.8842453138637
151356.124843622,45.47030235961265,151356.124843622,93.69834254352823
158489.3192461126,45.07198530396322,158489.3192461126,93.52018960875169
165958.6907437574,44.67352043821498,165958.6907437574,93.34942080456594
173780.0828749389,44.27492064366105,173780.0828749389,93.18568452882144
181970.0858609998,43.87619768138699,181970.0858609998,93.02864273535485
190546.0717963263,43.47736228789998,190546.0717963263,92.87797039057203
199526.2314968896,43.07842426275734,199526.2314968896,92.73335493570494
208929.6130854057,42.67939254883078,208929.6130854057,92.59449575632995
218776.1623949571,42.28027530578613,218776.1623949571,92.4611036602363
229086.7652767792,41.88107997731979,229086.7652767792,92.33290036496891
239883.2919019511,41.48181335265897,239883.2919019511,92.20961799552549
251188.6431509602,41.08248162278612,251188.6431509602,92.09099859302516
263026.7991895404,40.68309043182449,263026.7991895404,91.97679363443898
275422.870333819,40.28364492397255,275422.870333819,91.86676356398796
288403.1503126631,39.88414978636324,288403.1503126631,91.76067733590675
301995.1720402043,39.48460928817529,301995.1720402043,91.65831196884848
316227.7660168408,39.08502731631137,316227.7660168408,91.55945211166537
331131.1214825941,38.6854074079267,331131.1214825941,91.46388962044786
346736.8504525347,38.28575278006557,346736.8504525347,91.37142314644623
363078.0547701046,37.88606635664507,363078.0547701046,91.2818577348018
380189.3963205646,37.48635079300907,380189.3963205646,91.19500443334807
398107.1705535009,37.08660849824299,398107.1705535009,91.11067991145471
416869.3834703392,36.6868416554377,416869.3834703392,91.02870608820996
436515.83224017,36.28705224006774,436515.83224017,90.94890976958074
457088.1896148793,35.8872420366306,457088.1896148793,90.87112229412016
478630.0923226428,35.48741265368843,478630.0923226428,90.79517918654386
501187.233627277,35.08756553743453,501187.233627277,90.72091981885117
524807.4602497775,34.68770198389507,524807.4602497775,90.64818707830514
549540.8738576297,34.28782314987041,549540.8738576297,90.5768270418684
575439.9373371624,33.8879300627035,575439.9373371624,90.50668865641906
602559.5860743636,33.48802362895968,602559.5860743636,90.43762342427067
630957.3444801994,33.08810464208737,630957.3444801994,90.36948509348959
660693.4480076025,32.68817378912566,660693.4480076025,90.30212935228825
691830.9709189433,32.28823165651244,691830.9709189433,90.23541352713937
724435.9600749973,31.88827873504458,724435.9600749973,90.16919628389032
758577.5750291913,31.48831542402965,758577.5750291913,90.10333733139306
794328.2347242895,31.08834203466283,794328.2347242895,90.03769712707312
831763.7711026794,30.68835879266078,831763.7711026794,89.97213658387146
870963.5899560895,30.28836584017143,870963.5899560895,89.90651677797121
912010.839355919,29.88836323697613,912010.839355919,89.84069865679464
954992.5860214458,29.48835096099698,954992.5860214458,89.7745427466201
1000000.00000001,29.08832890810893,1000000.00000001,89.70790885935033
1047128.54805091,28.68829689125914,1047128.54805091,89.64065579777477
1096478.196143196,28.28825463888464,1096478.196143196,89.57264105877773
1148153.621496895,27.88820179261447,1148153.621496895,89.50372053393677
1202264.434617426,27.48813790423841,1202264.434617426,89.43374820690579
1258925.411794181,27.08806243191498,1258925.411794181,89.36257584700125
1318256.738556421,26.68797473559011,1318256.738556421,89.29005269841167
1380384.2646029,26.28787407158475,1380384.2646029,89.21602516444779
1445439.770745943,25.88775958630821,1445439.770745943,89.14033648621123
1513561.248436225,25.48763030904372,1513561.248436225,89.06282641512686
1584893.192461131,25.08748514374837,1584893.192461131,88.98333087869511
1659586.907437579,24.6873228597954,1659586.907437579,88.90168163891541
1737800.828749395,24.2871420815846,1737800.828749395,88.81770594270958
1819700.858610004,23.88694127693461,1819700.858610004,88.7312261638197
1905460.717963269,23.48671874415837,1905460.717963269,88.64205943551522
1995262.314968902,23.0864725977187,1995262.314968902,88.55001727355079
2089296.130854063,22.6862007523419,2089296.130854063,88.45490518875552
2187761.623949578,22.28590090546145,2187761.623949578,88.35652228867885
2290867.6527678,21.88557051784481,2290867.6527678,88.25466086772589
2398832.919019518,21.48520679224842,2398832.919019518,88.14910598518797
2511886.43150961,21.08480664992361,2511886.43150961,88.03963503066764
2630267.991895413,20.6843667037416,2630267.991895413,87.92601727731727
2754228.703338199,20.28388323398231,2754228.703338199,87.8080134165443
2884031.50312664,19.88335215092301,2884031.50312664,87.68537508849251
3019951.720402053,19.48276896482449,3019951.720402053,87.55784438811826
3162277.660168418,19.08212874740714,3162277.660168418,87.42515336141098
3311311.214825951,18.68142609077257,3311311.214825951,87.2870234855003
3467368.504525359,18.28065506240756,3467368.504525359,87.14316513344119
3630780.547701058,17.87980915591767,3630780.547701058,86.99327702359683
3801893.963205659,17.47888123710838,3801893.963205659,86.83704565362071
3981071.705535023,17.07786348396119,3981071.705535023,86.67414472005211
4168693.834703407,16.67674732630004,4168693.834703407,86.50423451874197
4365158.322401715,16.27552336905227,4365158.322401715,86.32696133936041
4570881.896148809,15.87418131939829,4570881.896148809,86.14195683770485
4786300.923226446,15.4727099016347,4786300.923226446,85.94883739956161
5011872.336272788,15.07109676435116,5011872.336272788,85.74720349312165
5248074.602497795,14.66932838446705,5248074.602497795,85.53663900741221
5495408.738576318,14.26738995184669,5495408.738576318,85.31671059130686
5754399.373371646,13.86526525453697,5754399.373371646,85.08696697887045
6025595.860743658,13.46293654721636,6025595.860743658,84.84693831744103
6309573.444802017,13.06038441448023,6309573.444802017,84.59613549186483
6606934.480076049,12.65758761045484,6606934.480076049,84.3340494637629
6918309.709189458,12.25452290077888,6918309.709189458,84.06015060845202
7244359.600749998,11.85116487386344,7244359.600749998,83.77388808238798
7585775.750291941,11.4474857535893,7585775.750291941,83.47468919990962
7943282.347242923,11.04345517929918,7943282.347242923,83.16195885588029
8317637.711026824,10.63903998515616,8317637.711026824,82.83507897447865
8709635.899560926,10.23420394476249,8709635.899560926,82.49340802439249
9120108.393559223,9.828907512553196,9120108.393559223,82.13628058299614
9549925.860214492,9.423107531062701,9549925.860214492,81.76300699125593
10000000.00000014,9.016756927895281,10000000.00000014,81.3728730917921
10471285.48050914,8.609804382020945,10471285.48050914,80.96514008706198
10964781.961432,8.202193974149516,10964781.961432,80.53904452248906
11481536.21496899,7.793864813473687,11481536.21496899,80.09379842394598
12022644.3461743,7.384750633406256,12022644.3461743,79.62858962331771
12589254.11794185,6.974779372746285,12589254.11794185,79.14258228196464
13182567.38556426,6.563872732973675,13182567.38556426,78.63491765292085
13803842.64602905,6.151945708575389,13803842.64602905,78.10471512101665
14454397.70745949,5.73890610109048,14454397.70745949,77.55107354650478
15135612.4843623,5.324654014005369,15135612.4843623,76.97307295750122
15848931.92461137,4.909081331584603,15848931.92461137,76.36977663348971
16595869.07437585,4.492071191194331,16595869.07437585,75.74023361598991
17378008.28749401,4.073497441774446,17378008.28749401,75.08348171056765
18197008.58610011,3.653224109508799,18197008.58610011,74.39855100618946
19054607.17963276,3.231104870119641,19054607.17963276,73.6844679708924
19952623.1496891,2.806982540891378,19952623.1496891,72.9402601639494
20892961.30854071,2.380688598460216,20892961.30854071,72.16496161666896
21877616.23949586,1.952042743171506,21877616.23949586,71.35761890705484
22908676.52767808,1.520852519114063,22908676.52767808,70.51729796995264
23988329.19019528,1.086913018053939,23988329.19019528,69.64309164173208
25118864.31509619,0.6500066682356316,25118864.31509619,68.73412798335551
26302679.91895423,0.20990314590128,26302679.91895423,67.78957934068761
27542287.0333821,-0.2336405684384444,27542287.0333821,66.80867211098264
28840315.03126652,-0.6808799695143899,28840315.03126652,65.79069717008929
30199517.20402065,-1.132082616251855,30199517.20402065,64.7350208740479
31622776.6016843,-1.587527500352567,31622776.6016843,63.64109650599517
33113112.14825964,-2.047504166457246,33113112.14825964,62.508476001902
34673685.04525372,-2.512311566926396,34673685.04525372,61.33682177413234
36307805.47701073,-2.98225662073753,36307805.47701073,60.12591836412717
38018939.63205674,-3.457652474291993,38018939.63205674,58.87568368236614
39810717.05535038,-3.938816434570512,39810717.05535038,57.58617945357652
41686938.34703422,-4.426067587859836,41686938.34703422,56.25762055486311
43651583.22401731,-4.919724104184125,43651583.22401731,54.89038284029937
45708818.96148825,-5.420100247822635,45708818.96148825,53.48500905804938
47863009.23226462,-5.92750311996925,47863009.23226462,52.0422124404867
50118723.36272806,-6.44222919050486,50118723.36272806,50.56287763569689
52480746.02497813,-6.964560653132335,52480746.02497813,49.04805854184158
54954087.38576337,-7.494761701549261,54954087.38576337,47.49897287083419
57543993.73371665,-8.033074783898929,57543993.73371665,45.91699313540736
60255958.60743678,-8.579716941275139,60255958.60743678,44.3036340212706
63095734.44802038,-9.134876316695127,63095734.44802038,42.66053611407683
66069344.80076072,-9.698708941566203,66069344.80076072,40.98944617127261
69183097.09189482,-10.27133588548612,69183097.09189482,39.29219417233919
72443596.00750023,-10.85284086005489,72443596.00750023,37.57066757310761
75857757.50291966,-11.44326835372255,75857757.50291966,35.82678330927375
79432823.4724295,-12.04262235443513,79432823.4724295,34.06245817621166
83176377.11026852,-12.65086569896965,83176377.11026852,32.27957830031559
87096358.99560955,-13.26792006211753,87096358.99560955,30.4799684374635
91201083.93559253,-13.89366658463529,91201083.93559253,28.6653619078011
95499258.60214524,-14.52794710212403,95499258.60214524,26.83737185320176
100000000.0000017,-15.17056593146803,100000000.0000017,24.99746455773892
104712854.8050918,-15.82129213538088,104712854.8050918,23.14693534480658
109647819.6143204,-16.4798621933545,109647819.6143204,21.28688763015735
114815362.1496903,-17.14598297545879,114815362.1496903,19.41821540344639
120226443.4617434,-17.81933492353636,120226443.4617434,17.54158937821961
125892541.1794189,-18.49957534820812,125892541.1794189,15.65744697090075
131825673.855643,-19.18634173860366,131825673.855643,13.7659859945016
138038426.4602909,-19.87925500364662,138038426.4602909,11.86716197750256
144543977.0745953,-20.57792257088886,144543977.0745953,9.960688905023961
151356124.8436235,-21.28194127919717,151356124.8436235,8.04604308819099
158489319.2461142,-21.99090001604615,158489319.2461142,6.122469828179064
165958690.7437591,-22.70438206552539,165958690.7437591,4.188992534675029
173780082.8749407,-23.42196714808178,173780082.8749407,2.244423977200027
181970085.8610016,-24.14323313896027,181970085.8610016,0.2873792643517051
190546071.7963282,-24.86775747553031,190546071.7963282,-1.683709662407089
199526231.4968916,-25.59511825953988,199526231.4968916,-3.670578403420514
208929613.0854078,-26.32489508120642,208929613.0854078,-5.675113506342116
218776162.3949593,-27.05666959116616,218776162.3949593,-7.699335138712657
229086765.2767816,-27.79002585527987,229086765.2767816,-9.745379170429571
239883291.9019535,-28.52455052944626,239883291.9019535,-11.81547880815805
251188643.1509627,-29.25983289753164,251188643.1509627,-13.91194583806507
263026799.1895431,-29.99546481505771,263026799.1895431,-16.0371515542117
275422870.3338218,-30.73104060338544,275422870.3338218,-18.19350742038699
288403150.3126661,-31.46615694103665,288403150.3126661,-20.38344547248113
301995172.0402074,-32.20041279764258,301995172.0402074,-22.60939848431968
316227766.016844,-32.93340945442336,316227766.016844,-24.87377994677964
331131121.4825975,-33.66475065633988,331131121.4825975,-27.17896385054149
346736850.4525384,-34.39404293517943,346736850.4525384,-29.52726436519145
363078054.7701084,-35.12089614209712,363078054.7701084,-31.92091546046154
380189396.3205686,-35.84492422185204,380189396.3205686,-34.36205058202338
398107170.5535051,-36.56574625494783,398107170.5535051,-36.85268252520009
416869383.4703436,-37.28298778674021,416869383.4703436,-39.39468366535074
436515832.2401746,-37.99628245273111,436515832.2401746,-41.9897667489167
457088189.6148841,-38.70527389823184,457088189.6148841,-44.639466477644
478630092.3226479,-39.40961797763592,478630092.3226479,-47.3451221534498
501187233.6272823,-40.10898520531983,501187233.6272823,-50.10786163483351
524807460.2497832,-40.80306341435551,524807460.2497832,-52.92858688827184
549540873.8576356,-41.49156056403388,549540873.8576356,-55.80796139942782
575439937.3371686,-42.1742076227718,575439937.3371686,-58.74639964983452
602559586.07437,-42.85076143782784,602559586.07437,-61.74405887364596
630957344.4802061,-43.52100749303786,630957344.4802061,-64.80083317794221
660693448.0076095,-44.18476244577405,660693448.0076095,-67.91635010117828
691830970.9189507,-44.84187633134189,691830970.9189507,-71.089969529127
724435960.0750049,-45.49223432226214,724435960.0750049,-74.32078486766132
758577575.0291994,-46.13575793741772,758577575.0291994,-77.60762621396658
794328234.7242979,-46.77240560710233,794328234.7242979,-80.94906525268159
831763771.1026882,-47.40217251883443,831763771.1026882,-84.34342149842954
870963589.9560987,-48.02508969166646,870963589.9560987,-87.78876950850429
912010839.3559287,-48.64122225497906,912010839.3559287,-91.28294666996318
954992586.0214559,-49.25066693902765,954992586.0214559,-94.8235611943944
1000000000.000021,-49.85354881719122,1000000000.000021,-98.40800004853811
1047128548.050922,-50.4500173735629,1047128548.050922,-102.033436603195
1096478196.143208,-51.04024200043818,1096478196.143208,-105.6968379428709
1148153621.496907,-51.62440705874754,1148153621.496907,-109.3949718745759
1202264434.617439,-52.20270665705033,1202264434.617439,-113.1244138451429
1258925411.794194,-52.77533932169588,1258925411.794194,-116.8815540703024
1318256738.556436,-53.34250273966595,1318256738.556436,-120.6626053056784
1380384264.602915,-53.90438875663634,1380384264.602915,-124.4636117556659
1445439770.745959,-54.46117880527964,1445439770.745959,-128.2804596534555
1513561248.436241,-55.01303992282639,1513561248.436241,-132.1088900315648
1584893192.461149,-55.56012149293159,1584893192.461149,-135.9445141654796
1659586907.437598,-56.10255281614536,1659586907.437598,-139.7828320599425
1737800828.749414,-56.64044157683325,1737800828.749414,-143.6192542359431
1819700858.610024,-57.17387323432132,1819700858.610024,-147.4491269070359
1905460717.96329,-57.70291132425147,1905460717.96329,-151.2677604678287
1995262314.968925,-58.22759861536453,1995262314.968925,-155.0704610290362
2089296130.854087,-58.74795902874336,2089296130.854087,-158.8525645756509
2187761623.949602,-59.26400019457186,2187761623.949602,-162.6094731476989
2290867652.767825,-59.77571649613864,2290867652.767825,-166.3366923294227
2398832919.019545,-60.28309243467022,2398832919.019545,-170.0298692275877
2511886431.509637,-60.78610614223268,2511886431.509637,-173.6848300594203
2630267991.895442,-61.28473287288103,2630267991.895442,-177.2976164644562
2754228703.33823,-61.77894831478618,2754228703.33823,-180.8645196628958
2884031503.126672,-62.2687315861005,2884031503.126672,-184.3821116623475
3019951720.402086,-62.75406780331415,3019951720.402086,-187.8472728023835
3162277660.168452,-63.23495014101228,3162277660.168452,-191.2572150576928
3311311214.825987,-63.71138133304771,3311311214.825987,-194.6095006626228
3467368504.525397,-64.18337459618019,3467368504.525397,-197.9020557813286
3630780547.701098,-64.65095398518899,3630780547.701098,-201.1331791071962
3801893963.205701,-65.11415421286121,3801893963.205701,-204.3015454282043
3981071705.535066,-65.57301998712123,3981071705.535066,-207.4062043398815
4168693834.703453,-66.02760493145097,4168693834.703453,-210.446574411133
4365158322.401763,-66.47797016268343,4365158322.401763,-213.4224332042585
4570881896.148859,-66.92418260346838,4570881896.148859,-216.3339036308629
4786300923.226498,-67.36631310531271,4786300923.226498,-219.1814371679405
5011872336.272842,-67.80443445334552,5011872336.272842,-221.9657944841278
5248074602.497851,-68.23861931653471,5248074602.497851,-224.6880240233778
5495408738.576377,-68.66893819831812,5495408738.576377,-227.3494390720416
5754399373.371707,-69.09545743272334,5754399373.371707,-229.9515937978769
6025595860.743722,-69.51823726164409,6025595860.743722,-232.4962586995124
6309573444.802084,-69.9373300195995,6309573444.802084,-234.9853958444849
6606934480.076119,-70.35277844441713,6606934480.076119,-237.4211342132219
6918309709.189532,-70.76461412541269,6918309709.189532,-239.8057454022356
7244359600.750076,-71.17285609503631,7244359600.750076,-242.1416198735711
7585775750.292022,-71.5775095661613,7585775750.292022,-244.4312438832873
7943282347.243009,-71.97856481457416,7943282347.243009,-246.6771771663658
8317637711.026914,-72.37599620481173,8317637711.026914,-248.8820314101572
8709635899.56102,-72.76976135730803,8709635899.56102,-251.048449507797
9120108393.559322,-73.15980045588255,9120108393.559322,-253.179085556875
9549925860.214596,-73.5460356957677,9549925860.214596,-255.2765855400406
10000000000,-73.92837087520634,10000000000,-257.3435686180416
