Phase X,Phase Y,Gain X,Gain Y
1000,-0.02480435200359172,1000,6.017529859611178
1059.253725177289,-0.02364860759396886,1059.253725177289,6.017529784786456
1122.018454301964,-0.02257124886677831,1122.018454301964,6.017529718086324
1188.502227437019,-0.02156870481147409,1188.502227437019,6.017529658625716
1258.925411794168,-0.02063765239765753,1258.925411794168,6.017529605615635
1333.521432163324,-0.0197750055606553,1333.521432163324,6.017529558352663
1412.537544622755,-0.01897790497254697,1412.537544622755,6.017529516209642
1496.235656094434,-0.01824370856469395,1496.235656094434,6.017529478627361
1584.893192461114,-0.01756998277041161,1584.893192461114,6.017529445107145
1678.804018122561,-0.0169544944587182,1678.804018122561,6.017529415204168
1778.279410038923,-0.01639520353242842,1778.279410038923,6.017529388521655
1883.649089489801,-0.01589025616609665,1883.649089489801,6.017529364705561
1995.26231496888,-0.01543797866135166,1995.26231496888,6.017529343439838
2113.489039836647,-0.0150368718992766,2113.489039836647,6.017529324442295
2238.72113856834,-0.01468560637146193,2238.72113856834,6.01752930746088
2371.373705661656,-0.01438301777321674,2371.373705661656,6.017529292270238
2511.886431509581,-0.0141281031443978,2511.886431509581,6.017529278668792
2660.72505979881,-0.01392001754498533,2660.72505979881,6.017529266476064
2818.382931264455,-0.01375807125449421,2818.382931264455,6.017529255530278
2985.382618917961,-0.01364172748579641,2985.382618917961,6.017529245686184
3162.27766016838,-0.01357060060590403,3162.27766016838,6.017529236813147
3349.654391578278,-0.01354445485778062,3349.654391578278,6.017529228793435
3548.133892335756,-0.01356320357887875,3548.133892335756,6.01752922152063
3758.374042884443,-0.01362690891390355,3758.374042884443,6.017529214898213
3981.071705534974,-0.01373578202080953,3981.071705534974,6.01752920883834
4216.965034285824,-0.01389018377069631,4216.965034285824,6.017529203260574
4466.835921509632,-0.01409062594397185,4466.835921509632,6.017529198090918
4731.512589614807,-0.01433777292668808,4731.512589614807,6.017529193260749
5011.872336272725,-0.01463244391273709,5011.872336272725,6.017529188705991
5308.844442309886,-0.0149756156191474,5308.844442309886,6.017529184366204
5623.413251903494,-0.01536842552350509,5623.413251903494,6.017529180183812
5956.621435290108,-0.01581217563427756,5956.621435290108,6.017529176103285
6309.573444801936,-0.01630833680640517,6309.573444801936,6.017529172070515
6683.43917568615,-0.0168585536166653,6683.43917568615,6.017529168031971
7079.457843841383,-0.017464649814747,7079.457843841383,6.017529163934059
7498.942093324562,-0.01812863436827977,7498.942093324562,6.017529159722411
7943.282347242819,-0.0188527081217818,7943.282347242819,6.017529155341135
8413.951416451955,-0.01963927109156353,8413.951416451955,6.017529150732108
8912.509381337461,-0.02049093042086901,8912.509381337461,6.017529145834168
9440.60876285924,-0.02141050902150598,9440.60876285924,6.017529140582304
10000.00000000001,-0.02240105493069976,10000.00000000001,6.017529134906836
10592.53725177289,-0.02346585141414775,10592.53725177289,6.017529128732455
11220.18454301964,-0.02460842784874563,11220.18454301964,6.017529121977222
11885.02227437019,-0.02583257142110526,11885.02227437019,6.017529114551521
12589.25411794168,-0.02714233968057618,12589.25411794168,6.017529106356813
13335.21432163325,-0.02854207398851136,13335.21432163325,6.017529097284344
14125.37544622755,-0.03003641390808499,14125.37544622755,6.017529087213721
14962.35656094434,-0.03163031258276511,14962.35656094434,6.01752907601135
15848.93192461114,-0.03332905315398853,15848.93192461114,6.017529063528535
16788.04018122561,-0.03513826627279248,16788.04018122561,6.017529049599668
17782.79410038924,-0.03706394876325743,17782.79410038924,6.01752903403992
18836.49089489802,-0.03911248349970151,18836.49089489802,6.017529016642815
19952.62314968881,-0.04129066056346506,19952.62314968881,6.017528997177494
21134.89039836648,-0.04360569974953724,21134.89039836648,6.017528975385684
22387.21138568341,-0.04606527449742131,22387.21138568341,6.017528950978188
23713.73705661657,-0.04867753732578152,23713.73705661657,6.017528923631158
25118.86431509582,-0.05145114685502667,25118.86431509582,6.017528892981704
26607.25059798811,-0.05439529650750843,26607.25059798811,6.017528858623132
28183.82931264456,-0.05751974498041162,28183.82931264456,6.017528820099503
29853.82618917962,-0.06083484859237714,29853.82618917962,6.017528776899651
31622.77660168382,-0.0643515956110796,31622.77660168382,6.01752872845032
33496.54391578279,-0.0680816426755711,33496.54391578279,6.017528674108608
35481.33892335757,-0.07203735343412002,35481.33892335757,6.017528613153412
37583.74042884444,-0.07623183952562747,37583.74042884444,6.017528544775934
39810.71705534976,-0.08067900404052071,39810.71705534976,6.017528468068769
42169.65034285826,-0.08539358760517052,42169.65034285826,6.017528382014055
44668.35921509634,-0.09039121724263049,44668.35921509634,6.017528285469921
47315.12589614809,-0.0956884581717263,47315.12589614809,6.01752817715521
50118.72336272727,-0.1013028687161754,50118.72336272727,6.017528055632653
53088.44442309887,-0.1072530585058764,53088.44442309887,6.017527919289634
56234.13251903495,-0.1135587501632985,56234.13251903495,6.017527766316929
59566.21435290109,-0.1202408446795254,59566.21435290109,6.017527594684622
63095.73444801938,-0.1273214906968144,63095.73444801938,6.017527402115141
66834.39175686151,-0.1348241579273372,66834.39175686151,6.017527186053115
70794.57843841385,-0.1427737149516919,70794.57843841385,6.01752694363138
74989.42093324565,-0.151196511655174,74989.42093324565,6.01752667163296
79432.82347242822,-0.1601204665752663,79432.82347242822,6.01752636644841
84139.51416451958,-0.1695751594501454,84139.51416451958,6.01752602402779
89125.09381337464,-0.179591929275194,89125.09381337464,6.017525639827063
94406.08762859243,-0.1902039781929357,94406.08762859243,6.017525208747655
100000.0000000001,-0.2014464815611245,100000.0000000001,6.01752472506885
105925.372517729,-0.2133567045643276,105925.372517729,6.017524182371799
112201.8454301965,-0.2259741257560426,112201.8454301965,6.017523573454363
118850.222743702,-0.2393405679416545,118850.222743702,6.017522890235432
125892.5411794169,-0.2535003368366832,125892.5411794169,6.017522123647701
133352.1432163326,-0.268500367961068,133352.1432163326,6.017521263517212
141253.7544622756,-0.284390382257401,141253.7544622756,6.017520298428361
149623.5656094435,-0.3012230509504161,149623.5656094435,6.017519215572113
158489.3192461116,-0.3190541701956304,158489.3192461116,6.017518000576089
167880.4018122563,-0.3379428460981476,167880.4018122563,6.017516637313543
177827.9410038925,-0.3579516907170394,177827.9410038925,6.017515107689152
188364.9089489803,-0.3791470297077199,188364.9089489803,6.017513391398667
199526.2314968882,-0.4015991222940324,199526.2314968882,6.017511465658943
211348.903983665,-0.4253823943025009,211348.903983665,6.01750930490534
223872.1138568343,-0.4505756850364195,223872.1138568343,6.017506880451809
237137.3705661659,-0.4772625088128764,237137.3705661659,6.017504160109469
251188.6431509584,-0.5055313320365379,251188.6431509584,6.017501107758515
266072.5059798813,-0.535475866735892,266072.5059798813,6.017497682867855
281838.2931264458,-0.5671953815443858,281838.2931264458,6.017493839955625
298538.2618917964,-0.600795031167733,298538.2618917964,6.017489527983839
316227.7660168384,-0.6363862054426164,316227.7660168384,6.01748468967883
334965.4391578281,-0.6740868991589134,334965.4391578281,6.017479260768127
354813.389233576,-0.7140221038895361,354813.389233576,6.017473169123919
375837.4042884447,-0.7563242231482227,375837.4042884447,6.017466333801126
398107.1705534979,-0.801133512277058,398107.1705534979,6.01745866395736
421696.5034285829,-0.8485985445524012,421696.5034285829,6.017450057639936
446683.5921509638,-0.8988767050903363,446683.5921509638,6.017440400423443
473151.2589614813,-0.9521347142316734,473151.2589614813,6.017429563879554
501187.2336272731,-1.008549182193003,501187.2336272731,6.017417403857722
530884.4442309892,-1.068307196882544,530884.4442309892,6.017403758553393
562341.3251903499,-1.131606946901638,562341.3251903499,6.017388446337155
595662.1435290114,-1.198658381882838,595662.1435290114,6.017371263314511
630957.3444801943,-1.269683912455045,630957.3444801943,6.017351980582472
668343.9175686156,-1.344919152276685,668343.9175686156,6.017330341144628
707945.784384139,-1.424613704741223,707945.784384139,6.017306056440887
749894.2093324569,-1.509031997131716,749894.2093324569,6.01727880244301
794328.2347242826,-1.598454165193608,794328.2347242826,6.017248215259977
841395.1416451962,-1.693176991297657,841395.1416451962,6.017213886189717
891250.9381337467,-1.793514899588142,891250.9381337467,6.017175356145303
944060.8762859247,-1.899801011754038,944060.8762859247,6.0171321093737
1000000.000000001,-2.012388267325814,1000000.000000001,6.017083566373401
1059253.72517729,-2.131650612686807,1059253.72517729,6.017029075904468
1122018.454301965,-2.257984263308243,1122018.454301965,6.016967905969068
1188502.22743702,-2.391809044061749,1188502.22743702,6.01689923362244
1258925.411794169,-2.533569812849037,1258925.411794169,6.016822133454081
1333521.432163326,-2.683737973210122,1333521.432163326,6.016735564554379
1412537.544622756,-2.842813082041987,1412537.544622756,6.016638355753681
1496235.656094436,-3.011324559080557,1496235.656094436,6.016529188887613
1584893.192461116,-3.189833505378243,1584893.192461116,6.01640657980319
1678804.018122563,-3.378934638659766,1678804.018122563,6.016268856773918
1778279.410038925,-3.579258354162743,1778279.410038925,6.016114135937304
1883649.089489803,-3.791472920384746,1883649.089489803,6.01594029330255
1995262.314968882,-4.016286820073846,1995262.314968882,6.015744932798437
2113489.03983665,-4.254451247831611,2113489.03983665,6.015525349737906
2238721.138568343,-4.506762776861319,2238721.138568343,6.015278488963797
2371373.705661659,-4.774066208709185,2371373.705661659,6.015000896804963
2511886.431509584,-5.057257621335307,2511886.431509584,6.014688665809084
2660725.059798813,-5.357287632533958,2660725.059798813,6.01433737102094
2818382.931264458,-5.675164897627988,2818382.931264458,6.013941996334856
2985382.618917964,-6.011959862519726,2985382.618917964,6.013496849158829
3162277.660168384,-6.368808795612784,3162277.660168384,6.012995461271235
3349654.391578281,-6.74691812486916,3349654.391578281,6.012430473316941
3548133.892335759,-7.147569109350474,3548133.892335759,6.01179349985685
3758374.042884447,-7.572122878051715,3758374.042884447,6.011074971232753
3981071.705534978,-8.022025872684477,3981071.705534978,6.010263947708182
4216965.034285828,-8.498815735326653,4216965.034285828,6.009347900361747
4466835.921509637,-9.004127686509904,4466835.921509637,6.008312451998719
4731512.589614811,-9.53970144435684,4731512.589614811,6.007141069856846
5011872.33627273,-10.10738874071702,5011872.33627273,6.005814700049327
5308844.442309891,-10.70916149577759,5308844.442309891,6.004311331430055
5623413.251903499,-11.34712071812658,5623413.251903499,6.002605473791208
5956621.435290113,-12.02350620240391,5956621.435290113,6.000667531889493
6309573.444801942,-12.74070710099897,6309573.444801942,5.998463052608548
6683439.175686155,-13.50127344903267,6683439.175686155,5.995951817430239
7079457.843841389,-14.30792872206345,7079457.843841389,5.993086746111716
7498942.093324569,-15.16358350212724,7498942.093324569,5.989812569816898
7943282.347242827,-16.07135031781204,7943282.347242827,5.986064222668965
8413951.416451963,-17.03455970526167,8413951.416451963,5.981764889486313
8912509.381337468,-18.05677750542364,8912509.381337468,5.97682363402935
9440608.762859248,-19.14182336325329,9440608.762859248,5.971132516118187
10000000.00000001,-20.2937903199134,10000000.00000001,5.964563087217868
10592537.2517729,-21.5170652799034,10592537.2517729,5.956962132373881
11220184.54301965,-22.81634997924538,11220184.54301965,5.948146501764247
11885022.2743702,-24.19668186250308,11885022.2743702,5.937896848032209
12589254.11794169,-25.66345397545977,12589254.11794169,5.925950056997131
13335214.32163326,-27.22243257196456,13335214.32163326,5.911990131287173
14125375.44622757,-28.87977058828001,14125375.44622757,5.895637262336654
14962356.56094436,-30.64201442287618,14962356.56094436,5.876434811636314
15848931.92461116,-32.51610053948431,15848931.92461116,5.853833925788148
16788040.18122563,-34.509337256225,16788040.18122563,5.827175544686619
17782794.10038926,-36.62936567854947,17782794.10038926,5.795669646437536
18836490.89489803,-38.88409209595959,18836490.89489803,5.758371731583621
19952623.14968883,-41.28158236989849,19952623.14968883,5.714156815368924
21134890.3983665,-43.82990707182607,21134890.3983665,5.661691609176108
22387211.38568343,-46.53692472027839,22387211.38568343,5.599406172451187
23713737.05661659,-49.40998996438807,23713737.05661659,5.525467138984212
25118864.31509584,-52.45557478977464,25118864.31509584,5.437755676220236
26607250.59798814,-55.67879488069509,26607250.59798814,5.33385457984386
28183829.31264459,-59.0828414418114,28183829.31264459,5.21105020197821
29853826.18917965,-62.66833224057357,29853826.18917965,5.066355987607224
31622776.60168385,-66.43261488988975,31622776.60168385,4.896564813254336
33496543.91578282,-70.36907946016098,33496543.91578282,4.698336503626215
35481338.92335761,-74.46656295150659,35481338.92335761,4.468324236467169
37583740.42884448,-78.70894850517787,37583740.42884448,4.203338638793931
39810717.0553498,-83.07506853155441,39810717.0553498,3.900541397626756
42169650.3428583,-87.53900410032794,42169650.3428583,3.55765221153385
44668359.21509639,-92.07082795760788,44668359.21509639,3.173145904190329
47315125.89614813,-96.63776901631174,47315125.89614813,2.746413035027544
50118723.36272731,-101.2056964992465,50118723.36272731,2.277859461984561
53088444.42309893,-105.7407543128764,53088444.42309893,1.768928558849514
56234132.51903501,-110.2109425398456,56234132.51903501,1.222042490661975
59566214.35290115,-114.5874548603125,59566214.35290115,0.6404726406000284
63095734.44801944,-118.8456341172296,63095734.44801944,0.02816008170275045
66834391.75686158,-122.9654852041796,66834391.75686158,-0.6104877845976021
70794578.43841392,-126.9317616881696,70794578.43841392,-1.270799186196804
74989420.93324572,-130.7337010725288,74989420.93324572,-1.948018855582348
79432823.47242829,-134.3645143882212,79432823.47242829,-2.637455920345704
84139514.16451965,-137.8207400949042,84139514.16451965,-3.334594543617062
89125093.81337471,-141.1015577193289,89125093.81337471,-4.035168998842368
94406087.62859251,-144.2081326708432,94406087.62859251,-4.735208547986451
100000000.0000002,-147.1430380926208,100000000.0000002,-5.4310590747854
105925372.5177291,-149.9097773273679,105925372.5177291,-6.119388448968906
112201845.4301965,-152.5124136819472,112201845.4301965,-6.797181684521862
118850222.7437021,-154.9553027899843,118850222.7437021,-7.461730626349315
125892541.1794169,-157.2429160921097,125892541.1794169,-8.110621514323977
133352143.2163326,-159.3797405577617,133352143.2163326,-8.741722537392803
141253754.4622757,-161.3702386306736,141253754.4622757,-9.353172494022559
149623565.6094436,-163.2188526282652,149623565.6094436,-9.943370936608662
158489319.2461116,-164.9300388874801,158489319.2461116,-10.51096967495864
167880401.8122563,-166.508318486736,167880401.8122563,-11.05486520906626
177827941.0038926,-167.9583332055419,177827941.0038926,-11.5741915118237
188364908.9489804,-169.2848974162662,188364908.9489804,-12.06831254869309
199526231.4968883,-170.4930387725773,199526231.4968883,-12.53681396992639
211348903.983665,-171.5880227968127,211348903.983665,-12.97949351414113
223872113.8568344,-172.5753586837723,223872113.8568344,-13.39634979806928
237137370.566166,-173.4607857216263,237137370.566166,-13.7875693189355
251188643.1509585,-174.2502415654731,251188643.1509585,-14.15351164963603
266072505.9798815,-174.9498150804287,266072505.9798815,-14.49469295179906
281838293.1264459,-175.5656875225359,281838293.1264459,-14.81176805908596
298538261.8917965,-176.1040664121586,298538261.8917965,-15.10551148573572
316227766.0168386,-176.5711165870833,316227766.0168386,-15.3767977883014
334965439.1578283,-176.9728926555306,334965439.1578283,-15.62658174895178
354813389.2335762,-177.3152764897918,354813389.2335762,-15.85587885632376
375837404.2884449,-177.6039226147062,375837404.2884449,-16.06574653701971
398107170.5534981,-177.8442134601308,398107170.5534981,-16.25726654211565
421696503.4285831,-178.0412255606665,421696503.4285831,-16.43152882491372
446683592.1509641,-178.1997069767083,446683592.1509641,-16.5896171660205
473151258.9614815,-178.3240655306849,473151258.9614815,-16.73259671709515
501187233.6272734,-178.4183669280002,501187233.6272734,-16.86150355195465
530884444.2309895,-178.486341468252,530884444.2309895,-16.97733623844068
562341325.1903503,-178.5313978364466,562341325.1903503,-17.08104938013003
595662143.5290117,-178.5566423730472,595662143.5290117,-17.17354902542995
630957344.4801946,-178.5649022277786,630957344.4801946,-17.25568980306388
668343917.568616,-178.5587508770641,668343917.568616,-17.32827361637051
707945784.3841394,-178.540534604127,707945784.3841394,-17.39204971228579
749894209.3324574,-178.5123986850453,749894209.3324574,-17.44771593197221
794328234.7242832,-178.4763121807649,794328234.7242832,-17.4959209463633
841395141.6451969,-178.4340903979847,841395141.6451969,-17.53726727923862
891250938.1337475,-178.387414250097,891250938.1337475,-17.57231492122395
944060876.2859254,-178.3378459260611,944060876.2859254,-17.60158533945381
1000000000.000002,-178.2868404651681,1000000000.000002,-17.62556568952198
1059253725.177291,-178.23575304364,1059253725.177291,-17.64471303961198
1122018454.301966,-178.1858420065913,1122018454.301966,-17.65945842289858
1188502227.437021,-178.1382679228169,1188502227.437021,-17.6702105454603
1258925411.79417,-178.0940891904561,1258925411.79417,-17.67735899511825
1333521432.163327,-178.0542549623019,1333521432.163327,-17.68127682346691
1412537544.622757,-178.0195963681666,1412537544.622757,-17.68232240957583
1496235656.094437,-177.9908171630846,1496235656.094437,-17.68084055870766
1584893192.461117,-177.9684850002249,1584893192.461117,-17.67716284055991
1678804018.122564,-177.9530244982629,1678804018.122564,-17.67160722505493
1778279410.038927,-177.9447131374229,1778279410.038927,-17.66447712447155
1883649089.489805,-177.9436807830965,1883649089.489805,-17.65605999321409
1995262314.968884,-177.9499133220893,1995262314.968884,-17.64662566575994
2113489039.836652,-177.9632605376297,2113489039.836652,-17.6364246257878
2238721138.568345,-177.9834479860381,2238721138.568345,-17.62568639380707
2371373705.661661,-178.0100923117605,2371373705.661661,-17.61461819788859
2511886431.509586,-178.0427191834315,2511886431.509586,-17.60340405571041
2660725059.798816,-178.0807828751471,2660725059.798816,-17.59220435108744
2818382931.26446,-178.1236864629831,2818382931.26446,-17.58115594018889
2985382618.917966,-178.1708016512109,2985382618.917966,-17.57037277726264
3162277660.168386,-178.221487367954,3162277660.168386,-17.55994701133469
3349654391.578284,-178.2751064510855,3349654391.578284,-17.54995047693438
3548133892.335763,-178.3310399543112,3548133892.335763,-17.54043648460025
3758374042.88445,-178.3886988148639,3758374042.88445,-17.53144181038539
3981071705.534981,-178.4475328173424,3981071705.534981,-17.52298878627652
4216965034.285832,-178.5070369489137,4216965034.285832,-17.51508740313825
4466835921.509642,-178.5667553621885,4466835921.509642,-17.50773735203564
4731512589.614816,-178.6262832423465,4731512589.614816,-17.50092994624851
5011872336.272735,-178.6852669178187,5011872336.272735,-17.4946498830292
5308844442.309896,-178.7434025650855,5308844442.309896,-17.48887681973462
5623413251.903504,-178.8004338453081,5623413251.903504,-17.48358675245812
5956621435.290119,-178.8561487810078,5956621435.290119,-17.47875319623774
6309573444.801948,-178.9103761415685,6309573444.801948,-17.47434817422256
6683439175.686162,-178.9629815624745,6683439175.686162,-17.47034302899961
7079457843.841396,-179.0138635791085,7079457843.841396,-17.46670907293133
7498942093.324576,-179.0629497145064,7498942093.324576,-17.4634180962193
7943282347.242834,-179.1101927234843,7943282347.242834,-17.46044275189501
8413951416.451971,-179.1555670638772,8413951416.451971,-17.4577568364185
8912509381.337477,-179.1990656395108,8912509381.337477,-17.45533548336719
9440608762.859257,-179.2406968387123,9440608762.859257,-17.45315528608662
10000000000,-179.2804818761617,10000000000,-17.45119436335942
