M0:cdd (L=1.80e-07) Y,M0:cdd (L=3.60e-07) Y,M0:cdd (L=1.00e-06) Y,M0:cgb (L=1.80e-07) Y,M0:cgb (L=3.60e-07) Y,M0:cgb (L=1.00e-06) Y,M0:cgd (L=1.80e-07) Y,M0:cgd (L=3.60e-07) Y,M0:cgd (L=1.00e-06) Y,M0:cgg (L=1.80e-07) Y,M0:cgg (L=3.60e-07) Y,M0:cgg (L=1.00e-06) Y,M0:cgs (L=1.80e-07) Y,M0:cgs (L=3.60e-07) Y,M0:cgs (L=1.00e-06) Y,M0:cjd (L=1.80e-07) Y,M0:cjd (L=3.60e-07) Y,M0:cjd (L=1.00e-06) Y,M0:cjs (L=1.80e-07) Y,M0:cjs (L=3.60e-07) Y,M0:cjs (L=1.00e-06) Y,M0:css (L=1.80e-07) Y,M0:css (L=3.60e-07) Y,M0:css (L=1.00e-06) Y,M0:gds (L=1.80e-07) Y,M0:gds (L=3.60e-07) Y,M0:gds (L=1.00e-06) Y,M0:gm (L=1.80e-07) Y,M0:gm (L=3.60e-07) Y,M0:gm (L=1.00e-06) Y,M0:id (L=1.80e-07) Y,M0:id (L=3.60e-07) Y,M0:id (L=1.00e-06) Y,M0:vgs (L=1.80e-07) Y,M0:vgs (L=3.60e-07) Y,M0:vgs (L=1.00e-06) Y,M0:vth (L=1.80e-07) Y,M0:vth (L=3.60e-07) Y,M0:vth (L=1.00e-06) Y
,,,1.46904E-15,3.48065E-15,1.04452E-14,3.24855E-15,3.24267E-15,3.22227E-15,,,,3.25621E-15,3.29905E-15,3.66186E-15,,,,,,,,,,,,,,,,2.27755E-09,3.1489E-09,2.95574E-09,0.225,0.225,0.225,0.515143171,0.457806699,0.409827367
,,,1.45288E-15,3.43984E-15,1.02859E-14,3.24859E-15,3.24273E-15,3.22209E-15,,,,3.25833E-15,3.31969E-15,3.87659E-15,,,,,,,,,,,,,,,,4.31866E-09,5.96971E-09,5.54726E-09,0.25,0.25,0.25,0.515143171,0.457806699,0.409827367
,,,1.43672E-15,3.39521E-15,1.00799E-14,3.24863E-15,3.24273E-15,3.22146E-15,,,,3.2624E-15,3.35965E-15,4.28691E-15,,,,,,,,,,,,,,,,8.15968E-09,1.12439E-08,1.03152E-08,0.275,0.275,0.275,0.515143171,0.457806699,0.409827367
,,,1.42009E-15,3.34238E-15,9.78655E-15,3.24866E-15,3.24265E-15,3.22003E-15,,,,3.27019E-15,3.43631E-15,5.05512E-15,,,,,,,,,,,,,,,,1.53449E-08,2.10088E-08,1.89865E-08,0.3,0.3,0.3,0.515143171,0.457806699,0.409827367
,,,1.40213E-15,3.27347E-15,9.34125E-15,3.24867E-15,3.2424E-15,3.2172E-15,,,,3.28505E-15,3.58168E-15,6.44371E-15,,,,,,,,,,,,,,,,2.86853E-08,3.88868E-08,3.458E-08,0.325,0.325,0.325,0.515143171,0.457806699,0.409827367
,,,1.3813E-15,3.17483E-15,8.65927E-15,3.24864E-15,3.24185E-15,3.21218E-15,,,,3.31324E-15,3.85181E-15,8.80444E-15,,,,,,,,,,,,,,,,5.32279E-08,7.1231E-08,6.23288E-08,0.35,0.35,0.35,0.515143171,0.457806699,0.409827367
,,,1.35479E-15,3.02513E-15,7.67352E-15,3.24854E-15,3.24078E-15,3.20431E-15,,,,3.36627E-15,4.33582E-15,1.24308E-14,,,,,,,,,,,,,,,,9.79028E-08,1.29066E-07,1.11157E-07,0.375,0.375,0.375,0.515143171,0.457806699,0.409827367
,,,1.31777E-15,2.79727E-15,6.41791E-15,3.24832E-15,3.23891E-15,3.19382E-15,,,,3.46435E-15,5.1495E-15,1.72182E-14,,,,,,,,,,,,,,,,1.78291E-07,2.3133E-07,1.95709E-07,0.4,0.4,0.4,0.515143171,0.457806699,0.409827367
,,,1.26248E-15,2.47181E-15,5.08329E-15,3.2479E-15,3.23602E-15,3.1824E-15,,,,3.64028E-15,6.3815E-15,2.24165E-14,,,,,,,,,,,,,,,,3.21265E-07,4.09959E-07,3.38314E-07,0.425,0.425,0.425,0.515143171,0.457806699,0.409827367
,,,1.17849E-15,2.06389E-15,3.92277E-15,3.24715E-15,3.23224E-15,3.17241E-15,,,,3.93918E-15,7.98009E-15,2.69904E-14,,,,,,,,,,,,,,,,5.72704E-07,7.16657E-07,5.69417E-07,0.45,0.45,0.45,0.515143171,0.457806699,0.409827367
,,,1.0565E-15,1.63785E-15,3.07822E-15,3.24595E-15,3.22819E-15,3.16525E-15,,,,4.40309E-15,9.68518E-15,3.03296E-14,,,,,,,,,,,,,,,,1.00979E-06,1.22906E-06,9.24831E-07,0.475,0.475,0.475,0.515143171,0.457806699,0.409827367
,,,8.97845E-16,1.27308E-15,2.53668E-15,3.24432E-15,3.2247E-15,3.16091E-15,,,,5.03092E-15,1.11628E-14,3.24529E-14,,,,,,,,,,,,,,,,1.75822E-06,2.05115E-06,1.43975E-06,0.5,0.5,0.5,0.515143171,0.457806699,0.409827367
,,,7.23067E-16,1.01057E-15,2.21226E-15,3.24246E-15,3.22221E-15,3.15863E-15,,,,5.73969E-15,1.22305E-14,3.36908E-14,,,,,,,,,,,,,,,,3.01019E-06,3.30274E-06,2.14181E-06,0.525,0.525,0.525,0.515143171,0.457806699,0.409827367
,,,5.64346E-16,8.43462E-16,2.02058E-15,3.24075E-15,3.22069E-15,3.15766E-15,,,,6.39317E-15,1.29055E-14,3.43808E-14,,,,,,,,,,,,,,,,5.03104E-06,5.09827E-06,3.04664E-06,0.55,0.55,0.55,0.515143171,0.457806699,0.409827367
,,,4.44026E-16,7.43881E-16,1.90333E-15,3.23945E-15,3.21988E-15,3.15746E-15,,,,6.89247E-15,1.32981E-14,3.47602E-14,,,,,,,,,,,,,,,,8.13871E-06,7.52356E-06,4.15737E-06,0.575,0.575,0.575,0.515143171,0.457806699,0.409827367
,,,3.64552E-16,6.85402E-16,1.82599E-15,3.23861E-15,3.21952E-15,3.1577E-15,,,,7.22215E-15,1.35167E-14,3.49718E-14,,,,,,,,,,,,,,,,1.26505E-05,1.06216E-05,5.46763E-06,0.6,0.6,0.6,0.515143171,0.457806699,0.409827367
,,,3.16311E-16,6.49961E-16,1.76957E-15,3.23812E-15,3.2194E-15,3.15821E-15,,,,7.41969E-15,1.36366E-14,3.5095E-14,,,,,,,,,,,,,,,,1.88151E-05,1.43926E-05,6.96573E-06,0.625,0.625,0.625,0.515143171,0.457806699,0.409827367
,,,2.88032E-16,6.26888E-16,1.72402E-15,3.23788E-15,3.21944E-15,3.15888E-15,,,,7.53161E-15,1.37031E-14,3.51721E-14,,,,,,,,,,,,,,,,2.67621E-05,1.88054E-05,8.63842E-06,0.65,0.65,0.65,0.515143171,0.457806699,0.409827367
,,,2.71303E-16,6.10315E-16,1.68414E-15,3.23777E-15,3.21956E-15,3.15969E-15,,,,7.59342E-15,1.37414E-14,3.52254E-14,,,,,,,,,,,,,,,,3.64922E-05,2.3812E-05,1.04733E-05,0.675,0.675,0.675,0.515143171,0.457806699,0.409827367
,,,2.6091E-16,5.97133E-16,1.64725E-15,3.23774E-15,3.21973E-15,3.1606E-15,,,,7.62749E-15,1.37649E-14,3.52665E-14,,,,,,,,,,,,,,,,4.79037E-05,2.93606E-05,1.24601E-05,0.7,0.7,0.7,0.515143171,0.457806699,0.409827367
,,,2.53899E-16,5.85724E-16,1.61197E-15,3.23776E-15,3.21993E-15,3.16161E-15,,,,7.64663E-15,1.37808E-14,3.53012E-14,,,,,,,,,,,,,,,,6.08375E-05,3.54036E-05,1.45908E-05,0.725,0.725,0.725,0.515143171,0.457806699,0.409827367
,,,2.48671E-16,5.75251E-16,1.5776E-15,3.23781E-15,3.22017E-15,3.16272E-15,,,,7.65787E-15,1.37928E-14,3.53327E-14,,,,,,,,,,,,,,,,7.51172E-05,4.1901E-05,1.68596E-05,0.75,0.75,0.75,0.515143171,0.457806699,0.409827367
,,,2.44381E-16,5.65287E-16,1.54378E-15,3.23787E-15,3.22043E-15,3.16394E-15,,,,7.66497E-15,1.38027E-14,3.53625E-14,,,,,,,,,,,,,,,,9.05778E-05,4.88216E-05,1.92624E-05,0.775,0.775,0.775,0.515143171,0.457806699,0.409827367
,,,2.40589E-16,5.55609E-16,1.51031E-15,3.23794E-15,3.22071E-15,3.16528E-15,,,,7.66989E-15,1.38115E-14,3.53915E-14,,,,,,,,,,,,,,,,0.000107079,5.61414E-05,2.17963E-05,0.8,0.8,0.8,0.515143171,0.457806699,0.409827367
,,,2.37065E-16,5.46105E-16,1.4771E-15,3.23802E-15,3.22102E-15,3.16674E-15,,,,7.67369E-15,1.38198E-14,3.542E-14,,,,,,,,,,,,,,,,0.000124507,6.38426E-05,2.44596E-05,0.825,0.825,0.825,0.515143171,0.457806699,0.409827367
,,,2.33691E-16,5.36713E-16,1.44408E-15,3.2381E-15,3.22135E-15,3.16834E-15,,,,7.6769E-15,1.38278E-14,3.54483E-14,,,,,,,,,,,,,,,,0.000142775,7.19116E-05,2.72506E-05,0.85,0.85,0.85,0.515143171,0.457806699,0.409827367
,,,2.30403E-16,5.27403E-16,1.41123E-15,3.2382E-15,3.22172E-15,3.17009E-15,,,,7.6798E-15,1.38357E-14,3.54765E-14,,,,,,,,,,,,,,,,0.000161816,8.03379E-05,3.01685E-05,0.875,0.875,0.875,0.515143171,0.457806699,0.409827367
,,,2.2717E-16,5.18157E-16,1.37852E-15,3.2383E-15,3.22211E-15,3.17201E-15,,,,7.68255E-15,1.38435E-14,3.55046E-14,,,,,,,,,,,,,,,,0.000181579,8.91127E-05,3.32122E-05,0.9,0.9,0.9,0.515143171,0.457806699,0.409827367
,,,2.23976E-16,5.08963E-16,1.34594E-15,3.23841E-15,3.22253E-15,3.17412E-15,,,,7.68521E-15,1.38512E-14,3.55326E-14,,,,,,,,,,,,,,,,0.000202021,9.82286E-05,3.6381E-05,0.925,0.925,0.925,0.515143171,0.457806699,0.409827367
,,,2.20809E-16,4.99818E-16,1.31348E-15,3.23852E-15,3.22299E-15,3.17643E-15,,,,7.68782E-15,1.3859E-14,3.55606E-14,,,,,,,,,,,,,,,,0.00022311,0.000107679,3.9674E-05,0.95,0.95,0.95,0.515143171,0.457806699,0.409827367
,,,2.17665E-16,4.90714E-16,1.28113E-15,3.23865E-15,3.22349E-15,3.17896E-15,,,,7.69041E-15,1.38667E-14,3.55885E-14,,,,,,,,,,,,,,,,0.000244815,0.000117456,4.30904E-05,0.975,0.975,0.975,0.515143171,0.457806699,0.409827367
,,,2.14541E-16,4.8165E-16,1.24888E-15,3.23878E-15,3.22403E-15,3.18176E-15,,,,7.69299E-15,1.38744E-14,3.56164E-14,,,,,,,,,,,,,,,,0.00026711,0.000127554,4.66292E-05,1,1,1,0.515143171,0.457806699,0.409827367
,,,2.11435E-16,4.72623E-16,1.21672E-15,3.23893E-15,3.22462E-15,3.18483E-15,,,,7.69556E-15,1.3882E-14,3.56442E-14,,,,,,,,,,,,,,,,0.00028997,0.000137966,5.02894E-05,1.025,1.025,1.025,0.515143171,0.457806699,0.409827367
,,,2.08346E-16,4.6363E-16,1.18464E-15,3.23908E-15,3.22526E-15,3.18821E-15,,,,7.69812E-15,1.38897E-14,3.56719E-14,,,,,,,,,,,,,,,,0.000313369,0.000148685,5.407E-05,1.05,1.05,1.05,0.515143171,0.457806699,0.409827367
,,,2.05271E-16,4.54668E-16,1.15263E-15,3.23924E-15,3.22595E-15,3.19194E-15,,,,7.70068E-15,1.38974E-14,3.56996E-14,,,,,,,,,,,,,,,,0.000337285,0.000159704,5.79696E-05,1.075,1.075,1.075,0.515143171,0.457806699,0.409827367
,,,2.02211E-16,4.45737E-16,1.1207E-15,3.23942E-15,3.22671E-15,3.19607E-15,,,,7.70323E-15,1.3905E-14,3.57271E-14,,,,,,,,,,,,,,,,0.000361692,0.000171015,6.19872E-05,1.1,1.1,1.1,0.515143171,0.457806699,0.409827367
,,,1.99164E-16,4.36834E-16,1.08882E-15,3.23961E-15,3.22753E-15,3.20062E-15,,,,7.70578E-15,1.39126E-14,3.57546E-14,,,,,,,,,,,,,,,,0.000386568,0.000182612,6.61215E-05,1.125,1.125,1.125,0.515143171,0.457806699,0.409827367
,,,1.9613E-16,4.27957E-16,1.057E-15,3.23981E-15,3.22842E-15,3.20566E-15,,,,7.70833E-15,1.39202E-14,3.57819E-14,,,,,,,,,,,,,,,,0.000411887,0.000194487,7.0371E-05,1.15,1.15,1.15,0.515143171,0.457806699,0.409827367
,,,1.93108E-16,4.19104E-16,1.02522E-15,3.24003E-15,3.2294E-15,3.21124E-15,,,,7.71086E-15,1.39278E-14,3.5809E-14,,,,,,,,,,,,,,,,0.000437627,0.000206632,7.47344E-05,1.175,1.175,1.175,0.515143171,0.457806699,0.409827367
,,,1.90097E-16,4.10274E-16,9.93478E-16,3.24027E-15,3.23046E-15,3.21743E-15,,,,7.7134E-15,1.39353E-14,3.5836E-14,,,,,,,,,,,,,,,,0.000463763,0.00021904,7.92101E-05,1.2,1.2,1.2,0.515143171,0.457806699,0.409827367
,,,1.87097E-16,4.01465E-16,9.61766E-16,3.24052E-15,3.23162E-15,3.22431E-15,,,,7.71593E-15,1.39428E-14,3.58628E-14,,,,,,,,,,,,,,,,0.000490272,0.000231701,8.37965E-05,1.225,1.225,1.225,0.515143171,0.457806699,0.409827367
,,,1.84107E-16,3.92675E-16,9.30076E-16,3.2408E-15,3.2329E-15,3.23195E-15,,,,7.71845E-15,1.39503E-14,3.58893E-14,,,,,,,,,,,,,,,,0.000517131,0.00024461,8.8492E-05,1.25,1.25,1.25,0.515143171,0.457806699,0.409827367
,,,1.81126E-16,3.83903E-16,8.98399E-16,3.24109E-15,3.23429E-15,3.24046E-15,,,,7.72096E-15,1.39577E-14,3.59156E-14,,,,,,,,,,,,,,,,0.000544315,0.000257757,9.32946E-05,1.275,1.275,1.275,0.515143171,0.457806699,0.409827367
,,,1.78155E-16,3.75147E-16,8.66725E-16,3.24141E-15,3.23581E-15,3.24994E-15,,,,7.72346E-15,1.3965E-14,3.59416E-14,,,,,,,,,,,,,,,,0.000571801,0.000271133,9.82023E-05,1.3,1.3,1.3,0.515143171,0.457806699,0.409827367
,,,1.75192E-16,3.66406E-16,8.35047E-16,3.24175E-15,3.23748E-15,3.26053E-15,,,,7.72595E-15,1.39724E-14,3.59672E-14,,,,,,,,,,,,,,,,0.000599568,0.000284732,0.000103213,1.325,1.325,1.325,0.515143171,0.457806699,0.409827367
,,,1.72237E-16,3.57678E-16,8.03354E-16,3.24212E-15,3.23931E-15,3.27235E-15,,,,7.72843E-15,1.39796E-14,3.59924E-14,,,,,,,,,,,,,,,,0.00062759,0.000298543,0.000108324,1.35,1.35,1.35,0.515143171,0.457806699,0.409827367
,,,1.69289E-16,3.48962E-16,7.71637E-16,3.24252E-15,3.24132E-15,3.28557E-15,,,,7.7309E-15,1.39868E-14,3.60171E-14,,,,,,,,,,,,,,,,0.000655847,0.000312557,0.000113532,1.375,1.375,1.375,0.515143171,0.457806699,0.409827367
,,,1.66349E-16,3.40255E-16,7.39885E-16,3.24296E-15,3.24353E-15,3.30039E-15,,,,7.73336E-15,1.39939E-14,3.60412E-14,,,,,,,,,,,,,,,,0.000684313,0.000326766,0.000118834,1.4,1.4,1.4,0.515143171,0.457806699,0.409827367
,,,1.63415E-16,3.31557E-16,7.08086E-16,3.24342E-15,3.24596E-15,3.317E-15,,,,7.7358E-15,1.40009E-14,3.60648E-14,,,,,,,,,,,,,,,,0.000712968,0.000341157,0.000124225,1.425,1.425,1.425,0.515143171,0.457806699,0.409827367
,,,1.60488E-16,3.22866E-16,6.7623E-16,3.24393E-15,3.24864E-15,3.33565E-15,,,,7.73822E-15,1.40078E-14,3.60875E-14,,,,,,,,,,,,,,,,0.000741787,0.000355721,0.000129701,1.45,1.45,1.45,0.515143171,0.457806699,0.409827367
,,,1.57566E-16,3.1418E-16,6.44304E-16,3.24448E-15,3.25159E-15,3.35661E-15,,,,7.74062E-15,1.40146E-14,3.61095E-14,,,,,,,,,,,,,,,,0.000770748,0.000370445,0.000135255,1.475,1.475,1.475,0.515143171,0.457806699,0.409827367
,,,1.5465E-16,3.05498E-16,6.12295E-16,3.24507E-15,3.25485E-15,3.38019E-15,,,,7.743E-15,1.40213E-14,3.61304E-14,,,,,,,,,,,,,,,,0.000799826,0.000385316,0.00014088,1.5,1.5,1.5,0.515143171,0.457806699,0.409827367
,,,1.51739E-16,2.96819E-16,5.80191E-16,3.24571E-15,3.25845E-15,3.40675E-15,,,,7.74536E-15,1.40279E-14,3.61502E-14,,,,,,,,,,,,,,,,0.000828997,0.000400317,0.000146567,1.525,1.525,1.525,0.515143171,0.457806699,0.409827367
,,,1.48832E-16,2.8814E-16,5.47976E-16,3.24641E-15,3.26243E-15,3.43667E-15,,,,7.7477E-15,1.40342E-14,3.61688E-14,,,,,,,,,,,,,,,,0.000858235,0.000415432,0.000152306,1.55,1.55,1.55,0.515143171,0.457806699,0.409827367
,,,1.4593E-16,2.7946E-16,5.15638E-16,3.24717E-15,3.26684E-15,3.47041E-15,,,,7.75E-15,1.40404E-14,3.61858E-14,,,,,,,,,,,,,,,,0.000887514,0.000430641,0.000158086,1.575,1.575,1.575,0.515143171,0.457806699,0.409827367
,,,1.43032E-16,2.70777E-16,4.83162E-16,3.24799E-15,3.27172E-15,3.50848E-15,,,,7.75228E-15,1.40464E-14,3.6201E-14,,,,,,,,,,,,,,,,0.000916807,0.000445922,0.000163895,1.6,1.6,1.6,0.515143171,0.457806699,0.409827367
,,,1.40137E-16,2.6209E-16,4.50535E-16,3.24889E-15,3.27713E-15,3.55144E-15,,,,7.75451E-15,1.40521E-14,3.62143E-14,,,,,,,,,,,,,,,,0.000946083,0.000461252,0.000169721,1.625,1.625,1.625,0.515143171,0.457806699,0.409827367
,,,1.37246E-16,2.53397E-16,4.17743E-16,3.24986E-15,3.28313E-15,3.59993E-15,,,,7.75671E-15,1.40576E-14,3.62253E-14,,,,,,,,,,,,,,,,0.00097531,0.000476605,0.000175552,1.65,1.65,1.65,0.515143171,0.457806699,0.409827367
,,,1.34358E-16,2.44697E-16,3.84775E-16,3.25093E-15,3.2898E-15,3.65462E-15,,,,7.75887E-15,1.40628E-14,3.62337E-14,,,,,,,,,,,,,,,,0.001004455,0.000491953,0.000181378,1.675,1.675,1.675,0.515143171,0.457806699,0.409827367
,,,1.31472E-16,2.35988E-16,3.51621E-16,3.25208E-15,3.29722E-15,3.71629E-15,,,,7.76098E-15,1.40676E-14,3.62391E-14,,,,,,,,,,,,,,,,0.001033481,0.000507272,0.000187189,1.7,1.7,1.7,0.515143171,0.457806699,0.409827367
,,,1.28588E-16,2.27268E-16,3.18274E-16,3.25335E-15,3.30546E-15,3.78576E-15,,,,7.76303E-15,1.4072E-14,3.62412E-14,,,,,,,,,,,,,,,,0.001062351,0.000522537,0.000192978,1.725,1.725,1.725,0.515143171,0.457806699,0.409827367
,,,1.25707E-16,2.18536E-16,2.84731E-16,3.25473E-15,3.31464E-15,3.86391E-15,,,,7.76503E-15,1.4076E-14,3.62394E-14,,,,,,,,,,,,,,,,0.001091026,0.000537724,0.000198738,1.75,1.75,1.75,0.515143171,0.457806699,0.409827367
,,,1.22827E-16,2.09791E-16,2.50995E-16,3.25624E-15,3.32485E-15,3.95166E-15,,,,7.76696E-15,1.40795E-14,3.62332E-14,,,,,,,,,,,,,,,,0.001119467,0.000552813,0.000204465,1.775,1.775,1.775,0.515143171,0.457806699,0.409827367
,,,1.19949E-16,2.01032E-16,2.17074E-16,3.25789E-15,3.33623E-15,4.04997E-15,,,,7.76882E-15,1.40824E-14,3.62223E-14,,,,,,,,,,,,,,,,0.001147638,0.000567789,0.000210155,1.8,1.8,1.8,0.515143171,0.457806699,0.409827367